order_id,order_date,customer_id,region,customer_segment,product_id,product_name,category,quantity,discount,revenue,cost,profit
O00263,2025-08-11,C0071,North,Consumer,P001,Laptop Pro 14,Electronics,6,0.2,5760.0,5100,660.0
O00264,2025-12-14,C0041,North,Consumer,P007,Monitor 27,Electronics,6,0.2,1344.0,1080,264.0
O00265,2025-02-04,C0061,East,Corporate,P008,Desk Lamp,Furniture,1,0.05,38.0,22,16.0
O00266,2025-03-20,C0174,West,Corporate,P007,Monitor 27,Electronics,1,0.2,224.0,180,44.0
O00267,2025-10-21,C0036,East,Corporate,P006,Backpack,Accessories,8,0,400,200,200
O00268,2025-02-28,C0007,South,Corporate,P006,Backpack,Accessories,5,0.05,237.5,125,112.5
O00269,2025-05-14,C0181,West,Consumer,P007,Monitor 27,Electronics,2,0.1,504.0,360,144.0
O00270,2025-03-04,C0035,North,Corporate,P005,Smartphone X,Electronics,8,0.05,4940.0,3360,1580.0
O00271,2025-12-16,C0248,East,Small Business,P003,Office Chair,Furniture,8,0,1440,880,560
O00272,2025-10-05,C0075,East,Consumer,P006,Backpack,Accessories,2,0.2,80.0,50,30.0
O00273,2025-04-25,C0032,South,Consumer,P003,Office Chair,Furniture,6,0.2,864.0,660,204.0
O00274,2025-07-04,C0142,East,Corporate,P004,Standing Desk,Furniture,8,0,2480,1520,960
O00275,2025-06-08,C0102,West,Small Business,P003,Office Chair,Furniture,2,0,360,220,140
O00276,2025-02-07,C0033,East,Small Business,P007,Monitor 27,Electronics,7,0.2,1568.0,1260,308.0
O00277,2025-12-15,C0133,East,Consumer,P002,Wireless Headphones,Electronics,8,0.15,646.0,440,206.0
O00278,2025-09-15,C0234,North,Consumer,P003,Office Chair,Furniture,3,0.15,459.0,330,129.0
O00279,2025-03-24,C0083,South,Corporate,P003,Office Chair,Furniture,5,0.05,855.0,550,305.0
O00280,2025-04-11,C0163,East,Consumer,P005,Smartphone X,Electronics,2,0.1,1170.0,840,330.0
O00281,2025-11-25,C0044,South,Consumer,P005,Smartphone X,Electronics,2,0.2,1040.0,840,200.0
O00282,2025-02-11,C0012,East,Small Business,P006,Backpack,Accessories,1,0,50,25,25
O00283,2025-11-24,C0008,West,Small Business,P004,Standing Desk,Furniture,7,0.2,1736.0,1330,406.0
O00284,2025-05-06,C0207,West,Corporate,P005,Smartphone X,Electronics,5,0.15,2762.5,2100,662.5
O00285,2025-03-22,C0113,West,Corporate,P008,Desk Lamp,Furniture,2,0,80,44,36
O00286,2025-11-07,C0037,East,Small Business,P008,Desk Lamp,Furniture,4,0.1,144.0,88,56.0
O00287,2025-03-08,C0195,East,Small Business,P006,Backpack,Accessories,6,0.15,255.0,150,105.0
O00288,2025-08-27,C0032,East,Corporate,P002,Wireless Headphones,Electronics,6,0.05,541.5,330,211.5
O00289,2025-01-26,C0075,West,Small Business,P004,Standing Desk,Furniture,3,0,930,570,360
O00290,2025-06-17,C0240,East,Consumer,P007,Monitor 27,Electronics,4,0.05,1064.0,720,344.0
O00291,2025-08-28,C0128,East,Corporate,P003,Office Chair,Furniture,8,0.2,1152.0,880,272.0
O00292,2025-09-16,C0118,South,Consumer,P001,Laptop Pro 14,Electronics,2,0.15,2040.0,1700,340.0
O00293,2025-05-25,C0127,West,Corporate,P006,Backpack,Accessories,1,0,50,25,25
O00294,2025-03-10,C0226,East,Small Business,P001,Laptop Pro 14,Electronics,2,0.15,2040.0,1700,340.0
O00295,2025-01-24,C0103,North,Small Business,P006,Backpack,Accessories,7,0.1,315.0,175,140.0
O00296,2025-05-28,C0019,West,Small Business,P004,Standing Desk,Furniture,6,0.2,1488.0,1140,348.0
O00297,2025-12-15,C0157,North,Consumer,P008,Desk Lamp,Furniture,5,0.2,160.0,110,50.0
O00298,2025-06-23,C0143,East,Consumer,P002,Wireless Headphones,Electronics,7,0.1,598.5,385,213.5
O00299,2025-01-21,C0012,North,Consumer,P004,Standing Desk,Furniture,7,0.2,1736.0,1330,406.0
O00300,2025-08-22,C0039,South,Corporate,P006,Backpack,Accessories,8,0.2,320.0,200,120.0
O00301,2025-11-12,C0190,East,Small Business,P006,Backpack,Accessories,3,0.15,127.5,75,52.5
O00302,2025-06-03,C0122,North,Corporate,P006,Backpack,Accessories,8,0.2,320.0,200,120.0
O00303,2025-10-26,C0079,North,Small Business,P006,Backpack,Accessories,2,0.15,85.0,50,35.0
O00304,2025-10-23,C0059,North,Small Business,P008,Desk Lamp,Furniture,5,0.2,160.0,110,50.0
O00305,2025-11-19,C0185,West,Consumer,P008,Desk Lamp,Furniture,3,0.2,96.0,66,30.0
O00306,2025-12-25,C0029,South,Consumer,P004,Standing Desk,Furniture,1,0.2,248.0,190,58.0
O00307,2025-03-19,C0106,South,Corporate,P008,Desk Lamp,Furniture,6,0.15,204.0,132,72.0
O00308,2025-09-23,C0054,East,Small Business,P008,Desk Lamp,Furniture,1,0.05,38.0,22,16.0
O00309,2025-03-30,C0118,East,Small Business,P008,Desk Lamp,Furniture,7,0.1,252.0,154,98.0
O00310,2025-09-05,C0050,South,Corporate,P006,Backpack,Accessories,5,0.2,200.0,125,75.0
O00311,2025-05-28,C0181,South,Small Business,P005,Smartphone X,Electronics,4,0.1,2340.0,1680,660.0
O00312,2025-06-28,C0144,East,Corporate,P008,Desk Lamp,Furniture,6,0.15,204.0,132,72.0
O00313,2025-06-26,C0245,South,Corporate,P002,Wireless Headphones,Electronics,7,0.15,565.25,385,180.25
O00314,2025-06-27,C0237,West,Small Business,P001,Laptop Pro 14,Electronics,5,0,6000,4250,1750
O00315,2025-04-14,C0212,East,Small Business,P005,Smartphone X,Electronics,8,0.05,4940.0,3360,1580.0
O00316,2025-11-12,C0190,South,Consumer,P005,Smartphone X,Electronics,3,0,1950,1260,690
O00317,2025-01-27,C0026,West,Corporate,P001,Laptop Pro 14,Electronics,4,0.05,4560.0,3400,1160.0
O00318,2025-01-03,C0247,South,Corporate,P008,Desk Lamp,Furniture,2,0.05,76.0,44,32.0
O00319,2025-05-28,C0083,East,Small Business,P008,Desk Lamp,Furniture,8,0.05,304.0,176,128.0
O00320,2025-04-29,C0137,North,Consumer,P001,Laptop Pro 14,Electronics,2,0.2,1920.0,1700,220.0
O00321,2025-07-23,C0202,West,Consumer,P007,Monitor 27,Electronics,3,0,840,540,300
O00322,2025-06-02,C0146,North,Corporate,P005,Smartphone X,Electronics,1,0,650,420,230
O00323,2025-09-26,C0127,South,Small Business,P005,Smartphone X,Electronics,8,0.2,4160.0,3360,800.0
O00324,2025-02-27,C0085,South,Small Business,P008,Desk Lamp,Furniture,5,0.05,190.0,110,80.0
O00325,2025-01-08,C0189,East,Corporate,P008,Desk Lamp,Furniture,5,0.05,190.0,110,80.0
O00326,2025-11-24,C0230,West,Corporate,P004,Standing Desk,Furniture,3,0.2,744.0,570,174.0
O00327,2025-12-09,C0025,South,Consumer,P006,Backpack,Accessories,2,0.15,85.0,50,35.0
O00328,2025-01-04,C0067,West,Consumer,P008,Desk Lamp,Furniture,6,0.05,228.0,132,96.0
O00329,2025-06-04,C0150,North,Corporate,P008,Desk Lamp,Furniture,5,0.1,180.0,110,70.0
O00330,2025-12-08,C0031,West,Corporate,P006,Backpack,Accessories,4,0,200,100,100
O00331,2025-12-27,C0198,East,Small Business,P003,Office Chair,Furniture,7,0.2,1008.0,770,238.0
O00332,2025-11-11,C0057,South,Consumer,P002,Wireless Headphones,Electronics,5,0.1,427.5,275,152.5
O00333,2025-11-07,C0096,West,Small Business,P008,Desk Lamp,Furniture,3,0.15,102.0,66,36.0
O00334,2025-12-15,C0194,North,Small Business,P008,Desk Lamp,Furniture,4,0.05,152.0,88,64.0
O00335,2025-10-16,C0029,North,Small Business,P008,Desk Lamp,Furniture,6,0,240,132,108
O00336,2025-06-17,C0219,West,Consumer,P004,Standing Desk,Furniture,3,0.05,883.5,570,313.5
O00337,2025-09-19,C0115,North,Corporate,P004,Standing Desk,Furniture,8,0,2480,1520,960
O00338,2025-10-16,C0015,West,Small Business,P003,Office Chair,Furniture,7,0.15,1071.0,770,301.0
O00339,2025-05-11,C0210,North,Small Business,P005,Smartphone X,Electronics,1,0.15,552.5,420,132.5
O00340,2025-08-05,C0089,North,Small Business,P004,Standing Desk,Furniture,2,0,620,380,240
O00341,2025-01-17,C0074,West,Consumer,P001,Laptop Pro 14,Electronics,2,0.15,2040.0,1700,340.0
O00342,2025-07-15,C0115,West,Corporate,P003,Office Chair,Furniture,7,0.1,1134.0,770,364.0
O00343,2025-03-02,C0046,West,Small Business,P002,Wireless Headphones,Electronics,3,0.1,256.5,165,91.5
O00344,2025-01-12,C0077,West,Small Business,P003,Office Chair,Furniture,4,0,720,440,280
O00345,2025-05-07,C0118,East,Consumer,P007,Monitor 27,Electronics,7,0.05,1862.0,1260,602.0
O00346,2025-01-17,C0208,West,Small Business,P005,Smartphone X,Electronics,4,0,2600,1680,920
O00347,2025-02-04,C0026,North,Corporate,P001,Laptop Pro 14,Electronics,4,0.05,4560.0,3400,1160.0
O00348,2025-07-25,C0113,South,Small Business,P001,Laptop Pro 14,Electronics,4,0,4800,3400,1400
O00349,2025-09-15,C0075,South,Small Business,P004,Standing Desk,Furniture,1,0.05,294.5,190,104.5
O00350,2025-06-04,C0225,South,Small Business,P006,Backpack,Accessories,6,0.05,285.0,150,135.0
O00351,2025-05-21,C0016,South,Small Business,P004,Standing Desk,Furniture,7,0.1,1953.0,1330,623.0
O00352,2025-06-26,C0242,West,Small Business,P007,Monitor 27,Electronics,8,0,2240,1440,800
O00353,2025-03-18,C0077,West,Consumer,P006,Backpack,Accessories,7,0.15,297.5,175,122.5
O00354,2025-06-03,C0220,South,Corporate,P008,Desk Lamp,Furniture,4,0.05,152.0,88,64.0
O00355,2025-10-13,C0136,South,Corporate,P001,Laptop Pro 14,Electronics,7,0.15,7140.0,5950,1190.0
O00356,2025-06-19,C0166,North,Corporate,P004,Standing Desk,Furniture,5,0.05,1472.5,950,522.5
O00357,2025-04-08,C0014,East,Corporate,P006,Backpack,Accessories,2,0.2,80.0,50,30.0
O00358,2025-10-28,C0186,South,Corporate,P001,Laptop Pro 14,Electronics,2,0.05,2280.0,1700,580.0
O00359,2025-01-08,C0055,South,Small Business,P004,Standing Desk,Furniture,6,0.1,1674.0,1140,534.0
O00360,2025-12-23,C0155,South,Corporate,P002,Wireless Headphones,Electronics,8,0.05,722.0,440,282.0
O00361,2025-07-14,C0120,East,Corporate,P004,Standing Desk,Furniture,6,0.1,1674.0,1140,534.0
O00362,2025-09-12,C0120,North,Small Business,P005,Smartphone X,Electronics,6,0.2,3120.0,2520,600.0
O00363,2025-07-09,C0081,West,Consumer,P008,Desk Lamp,Furniture,6,0.05,228.0,132,96.0
O00364,2025-05-14,C0142,West,Corporate,P004,Standing Desk,Furniture,3,0,930,570,360
O00365,2025-04-28,C0098,South,Corporate,P003,Office Chair,Furniture,4,0.1,648.0,440,208.0
O00366,2025-11-25,C0190,West,Corporate,P006,Backpack,Accessories,5,0.15,212.5,125,87.5
O00367,2025-03-13,C0185,West,Consumer,P003,Office Chair,Furniture,6,0.05,1026.0,660,366.0
O00368,2025-12-09,C0013,North,Corporate,P001,Laptop Pro 14,Electronics,1,0,1200,850,350
O00369,2025-12-29,C0039,North,Consumer,P003,Office Chair,Furniture,4,0,720,440,280
O00370,2025-11-13,C0164,West,Small Business,P008,Desk Lamp,Furniture,6,0,240,132,108
O00371,2025-09-30,C0142,West,Consumer,P008,Desk Lamp,Furniture,1,0,40,22,18
O00372,2025-05-27,C0005,West,Consumer,P001,Laptop Pro 14,Electronics,5,0.2,4800.0,4250,550.0
O00373,2025-03-18,C0062,South,Small Business,P002,Wireless Headphones,Electronics,2,0.2,152.0,110,42.0
O00374,2025-07-23,C0021,East,Corporate,P005,Smartphone X,Electronics,6,0.1,3510.0,2520,990.0
O00375,2025-06-03,C0176,North,Small Business,P008,Desk Lamp,Furniture,4,0.05,152.0,88,64.0
O00376,2025-07-14,C0097,West,Consumer,P001,Laptop Pro 14,Electronics,2,0.15,2040.0,1700,340.0
O00377,2025-09-13,C0217,West,Small Business,P001,Laptop Pro 14,Electronics,3,0,3600,2550,1050
O00378,2025-01-22,C0059,South,Small Business,P006,Backpack,Accessories,2,0.2,80.0,50,30.0
O00379,2025-02-08,C0176,East,Small Business,P008,Desk Lamp,Furniture,5,0,200,110,90
O00380,2025-01-09,C0247,South,Small Business,P001,Laptop Pro 14,Electronics,3,0.1,3240.0,2550,690.0
O00381,2025-06-03,C0042,South,Small Business,P003,Office Chair,Furniture,7,0,1260,770,490
O00382,2025-03-13,C0203,North,Small Business,P007,Monitor 27,Electronics,6,0.15,1428.0,1080,348.0
O00383,2025-08-12,C0060,North,Corporate,P006,Backpack,Accessories,1,0,50,25,25
O00384,2025-11-21,C0070,West,Corporate,P007,Monitor 27,Electronics,6,0,1680,1080,600
O00385,2025-07-12,C0111,South,Small Business,P004,Standing Desk,Furniture,6,0.2,1488.0,1140,348.0
O00386,2025-06-01,C0205,South,Small Business,P007,Monitor 27,Electronics,2,0.2,448.0,360,88.0
O00387,2025-03-20,C0098,South,Small Business,P002,Wireless Headphones,Electronics,2,0.1,171.0,110,61.0
O00388,2025-02-24,C0024,North,Corporate,P007,Monitor 27,Electronics,6,0.1,1512.0,1080,432.0
O00389,2025-02-22,C0034,North,Consumer,P008,Desk Lamp,Furniture,6,0.1,216.0,132,84.0
O00390,2025-10-12,C0132,West,Consumer,P007,Monitor 27,Electronics,8,0.2,1792.0,1440,352.0
O00391,2025-10-11,C0024,East,Corporate,P001,Laptop Pro 14,Electronics,2,0.1,2160.0,1700,460.0
O00392,2025-07-18,C0200,North,Small Business,P001,Laptop Pro 14,Electronics,5,0.15,5100.0,4250,850.0
O00393,2025-03-28,C0036,East,Corporate,P004,Standing Desk,Furniture,3,0.15,790.5,570,220.5
O00394,2025-02-02,C0043,West,Corporate,P005,Smartphone X,Electronics,8,0.05,4940.0,3360,1580.0
O00395,2025-02-09,C0093,East,Consumer,P007,Monitor 27,Electronics,5,0.15,1190.0,900,290.0
O00396,2025-02-24,C0035,East,Consumer,P008,Desk Lamp,Furniture,4,0.15,136.0,88,48.0
O00397,2025-07-14,C0206,East,Corporate,P007,Monitor 27,Electronics,6,0.2,1344.0,1080,264.0
O00398,2025-03-11,C0077,East,Small Business,P006,Backpack,Accessories,7,0.2,280.0,175,105.0
O00399,2025-04-01,C0247,West,Corporate,P004,Standing Desk,Furniture,8,0.1,2232.0,1520,712.0
O00400,2025-05-05,C0084,West,Corporate,P005,Smartphone X,Electronics,8,0.2,4160.0,3360,800.0
O00401,2025-10-16,C0052,South,Small Business,P007,Monitor 27,Electronics,6,0,1680,1080,600
O00402,2025-08-13,C0205,East,Small Business,P001,Laptop Pro 14,Electronics,8,0.05,9120.0,6800,2320.0
O00403,2025-03-13,C0163,East,Consumer,P002,Wireless Headphones,Electronics,7,0.15,565.25,385,180.25
O00404,2025-07-13,C0019,West,Small Business,P005,Smartphone X,Electronics,3,0.15,1657.5,1260,397.5
O00405,2025-09-17,C0237,West,Small Business,P008,Desk Lamp,Furniture,7,0.2,224.0,154,70.0
O00406,2025-11-01,C0164,North,Consumer,P001,Laptop Pro 14,Electronics,6,0.2,5760.0,5100,660.0
O00407,2025-11-28,C0157,North,Small Business,P004,Standing Desk,Furniture,6,0.05,1767.0,1140,627.0
O00408,2025-02-24,C0003,North,Corporate,P007,Monitor 27,Electronics,6,0.15,1428.0,1080,348.0
O00409,2025-07-11,C0101,West,Small Business,P004,Standing Desk,Furniture,4,0.15,1054.0,760,294.0
O00410,2025-09-05,C0027,East,Corporate,P003,Office Chair,Furniture,6,0,1080,660,420
O00411,2025-06-28,C0080,East,Corporate,P002,Wireless Headphones,Electronics,2,0.05,180.5,110,70.5
O00412,2025-09-01,C0025,West,Small Business,P004,Standing Desk,Furniture,8,0.1,2232.0,1520,712.0
O00413,2025-06-03,C0012,North,Consumer,P008,Desk Lamp,Furniture,6,0,240,132,108
O00414,2025-05-05,C0133,South,Small Business,P006,Backpack,Accessories,2,0.05,95.0,50,45.0
O00415,2025-08-07,C0246,West,Consumer,P003,Office Chair,Furniture,6,0.2,864.0,660,204.0
O00416,2025-11-24,C0169,West,Corporate,P007,Monitor 27,Electronics,3,0.05,798.0,540,258.0
O00417,2025-10-31,C0110,West,Consumer,P001,Laptop Pro 14,Electronics,4,0.15,4080.0,3400,680.0
O00418,2025-12-27,C0208,North,Small Business,P004,Standing Desk,Furniture,4,0.1,1116.0,760,356.0
O00419,2025-06-16,C0051,West,Consumer,P002,Wireless Headphones,Electronics,3,0.1,256.5,165,91.5
O00420,2025-11-24,C0081,West,Small Business,P005,Smartphone X,Electronics,8,0.2,4160.0,3360,800.0
O00421,2025-06-30,C0217,West,Small Business,P007,Monitor 27,Electronics,2,0.1,504.0,360,144.0
O00422,2025-10-30,C0022,South,Corporate,P003,Office Chair,Furniture,5,0.2,720.0,550,170.0
O00423,2025-03-01,C0047,East,Small Business,P002,Wireless Headphones,Electronics,4,0.1,342.0,220,122.0
O00424,2025-11-02,C0036,West,Corporate,P003,Office Chair,Furniture,7,0.15,1071.0,770,301.0
O00425,2025-12-22,C0236,South,Small Business,P003,Office Chair,Furniture,8,0.2,1152.0,880,272.0
O00426,2025-03-13,C0048,East,Corporate,P003,Office Chair,Furniture,8,0.1,1296.0,880,416.0
O00427,2025-09-06,C0035,South,Corporate,P001,Laptop Pro 14,Electronics,6,0,7200,5100,2100
O00428,2025-08-01,C0182,West,Corporate,P008,Desk Lamp,Furniture,7,0.15,238.0,154,84.0
O00429,2025-01-16,C0204,South,Corporate,P003,Office Chair,Furniture,2,0.2,288.0,220,68.0
O00430,2025-10-03,C0074,South,Corporate,P001,Laptop Pro 14,Electronics,5,0.05,5700.0,4250,1450.0
O00431,2025-02-28,C0069,East,Small Business,P008,Desk Lamp,Furniture,2,0.2,64.0,44,20.0
O00432,2025-04-22,C0109,North,Small Business,P001,Laptop Pro 14,Electronics,8,0.2,7680.0,6800,880.0
O00433,2025-08-19,C0068,East,Consumer,P004,Standing Desk,Furniture,5,0,1550,950,600
O00434,2025-04-18,C0208,East,Small Business,P008,Desk Lamp,Furniture,2,0.05,76.0,44,32.0
O00435,2025-03-13,C0201,South,Consumer,P007,Monitor 27,Electronics,3,0.2,672.0,540,132.0
O00436,2025-05-24,C0153,South,Corporate,P001,Laptop Pro 14,Electronics,6,0.2,5760.0,5100,660.0
O00437,2025-05-17,C0244,North,Consumer,P005,Smartphone X,Electronics,5,0.2,2600.0,2100,500.0
O00438,2025-12-02,C0033,South,Consumer,P007,Monitor 27,Electronics,1,0.1,252.0,180,72.0
O00439,2025-12-13,C0101,West,Consumer,P003,Office Chair,Furniture,6,0.05,1026.0,660,366.0
O00440,2025-08-20,C0020,North,Corporate,P005,Smartphone X,Electronics,7,0.15,3867.5,2940,927.5
O00441,2025-09-07,C0084,North,Small Business,P005,Smartphone X,Electronics,6,0.15,3315.0,2520,795.0
O00442,2025-02-02,C0204,West,Consumer,P002,Wireless Headphones,Electronics,8,0.1,684.0,440,244.0
O00443,2025-05-18,C0083,East,Corporate,P007,Monitor 27,Electronics,4,0.15,952.0,720,232.0
O00444,2025-12-16,C0196,North,Consumer,P003,Office Chair,Furniture,8,0.1,1296.0,880,416.0
O00445,2025-03-05,C0238,South,Corporate,P002,Wireless Headphones,Electronics,8,0,760,440,320
O00446,2025-04-14,C0177,South,Small Business,P008,Desk Lamp,Furniture,1,0.15,34.0,22,12.0
O00447,2025-02-17,C0168,East,Corporate,P005,Smartphone X,Electronics,3,0.1,1755.0,1260,495.0
O00448,2025-01-27,C0102,East,Small Business,P002,Wireless Headphones,Electronics,6,0.05,541.5,330,211.5
O00449,2025-12-27,C0025,North,Consumer,P004,Standing Desk,Furniture,7,0,2170,1330,840
O00450,2025-10-31,C0058,West,Consumer,P008,Desk Lamp,Furniture,2,0.05,76.0,44,32.0
O00451,2025-08-05,C0178,South,Corporate,P001,Laptop Pro 14,Electronics,6,0,7200,5100,2100
O00452,2025-02-15,C0188,North,Consumer,P002,Wireless Headphones,Electronics,4,0.15,323.0,220,103.0
O00453,2025-03-12,C0098,South,Small Business,P006,Backpack,Accessories,6,0.1,270.0,150,120.0
O00454,2025-10-16,C0003,South,Corporate,P003,Office Chair,Furniture,2,0.2,288.0,220,68.0
O00455,2025-07-30,C0158,West,Consumer,P006,Backpack,Accessories,4,0.05,190.0,100,90.0
O00456,2025-03-05,C0151,West,Corporate,P002,Wireless Headphones,Electronics,2,0.05,180.5,110,70.5
O00457,2025-05-07,C0071,North,Consumer,P007,Monitor 27,Electronics,6,0.05,1596.0,1080,516.0
O00458,2025-04-16,C0133,South,Small Business,P005,Smartphone X,Electronics,1,0.1,585.0,420,165.0
O00459,2025-05-03,C0127,West,Consumer,P007,Monitor 27,Electronics,5,0,1400,900,500
O00460,2025-02-06,C0136,North,Corporate,P004,Standing Desk,Furniture,8,0.2,1984.0,1520,464.0
O00461,2025-10-19,C0108,East,Small Business,P006,Backpack,Accessories,3,0.15,127.5,75,52.5
O00462,2025-01-09,C0151,North,Consumer,P003,Office Chair,Furniture,8,0,1440,880,560
O00463,2025-01-31,C0243,West,Small Business,P005,Smartphone X,Electronics,4,0,2600,1680,920
O00464,2025-12-26,C0103,North,Small Business,P005,Smartphone X,Electronics,7,0.15,3867.5,2940,927.5
O00465,2025-06-08,C0021,South,Consumer,P003,Office Chair,Furniture,5,0,900,550,350
O00466,2025-11-21,C0196,North,Corporate,P006,Backpack,Accessories,7,0.2,280.0,175,105.0
O00467,2025-05-06,C0023,West,Consumer,P007,Monitor 27,Electronics,4,0,1120,720,400
O00468,2025-12-08,C0190,South,Consumer,P008,Desk Lamp,Furniture,1,0.1,36.0,22,14.0
O00469,2025-03-25,C0128,East,Small Business,P001,Laptop Pro 14,Electronics,3,0,3600,2550,1050
O00470,2025-03-06,C0192,East,Small Business,P005,Smartphone X,Electronics,3,0.1,1755.0,1260,495.0
O00471,2025-08-08,C0070,North,Corporate,P002,Wireless Headphones,Electronics,1,0.1,85.5,55,30.5
O00472,2025-09-19,C0093,North,Corporate,P002,Wireless Headphones,Electronics,8,0.15,646.0,440,206.0
O00473,2025-05-11,C0198,North,Small Business,P003,Office Chair,Furniture,6,0.05,1026.0,660,366.0
O00474,2025-01-02,C0012,North,Consumer,P002,Wireless Headphones,Electronics,4,0.2,304.0,220,84.0
O00475,2025-07-16,C0236,South,Consumer,P001,Laptop Pro 14,Electronics,8,0.1,8640.0,6800,1840.0
O00476,2025-06-14,C0064,West,Small Business,P001,Laptop Pro 14,Electronics,7,0.05,7980.0,5950,2030.0
O00477,2025-10-20,C0096,North,Small Business,P006,Backpack,Accessories,5,0,250,125,125
O00478,2025-09-22,C0012,West,Consumer,P001,Laptop Pro 14,Electronics,3,0.05,3420.0,2550,870.0
O00479,2025-06-17,C0023,West,Consumer,P008,Desk Lamp,Furniture,5,0.1,180.0,110,70.0
O00480,2025-10-16,C0201,East,Small Business,P006,Backpack,Accessories,4,0.1,180.0,100,80.0
O00481,2025-10-30,C0249,West,Consumer,P004,Standing Desk,Furniture,8,0.1,2232.0,1520,712.0
O00482,2025-07-29,C0007,South,Small Business,P004,Standing Desk,Furniture,3,0,930,570,360
O00483,2025-01-01,C0195,West,Small Business,P006,Backpack,Accessories,1,0.1,45.0,25,20.0
O00484,2025-09-29,C0061,West,Corporate,P005,Smartphone X,Electronics,2,0.05,1235.0,840,395.0
O00485,2025-02-17,C0012,South,Small Business,P001,Laptop Pro 14,Electronics,3,0.1,3240.0,2550,690.0
O00486,2025-02-13,C0149,North,Small Business,P007,Monitor 27,Electronics,6,0.15,1428.0,1080,348.0
O00487,2025-10-31,C0146,North,Corporate,P003,Office Chair,Furniture,7,0,1260,770,490
O00488,2025-05-14,C0218,East,Corporate,P003,Office Chair,Furniture,4,0.1,648.0,440,208.0
O00489,2025-05-20,C0060,North,Consumer,P006,Backpack,Accessories,6,0.15,255.0,150,105.0
O00490,2025-02-24,C0043,West,Corporate,P003,Office Chair,Furniture,2,0.05,342.0,220,122.0
O00491,2025-10-02,C0092,South,Corporate,P006,Backpack,Accessories,7,0,350,175,175
O00492,2025-03-03,C0024,South,Small Business,P005,Smartphone X,Electronics,8,0.1,4680.0,3360,1320.0
O00493,2025-06-17,C0038,North,Small Business,P005,Smartphone X,Electronics,1,0.05,617.5,420,197.5
O00494,2025-09-20,C0013,East,Corporate,P004,Standing Desk,Furniture,6,0.15,1581.0,1140,441.0
O00495,2025-08-20,C0143,South,Consumer,P003,Office Chair,Furniture,1,0.15,153.0,110,43.0
O00496,2025-03-04,C0004,North,Consumer,P008,Desk Lamp,Furniture,2,0.05,76.0,44,32.0
O00497,2025-07-10,C0176,North,Small Business,P003,Office Chair,Furniture,4,0.15,612.0,440,172.0
O00498,2025-02-03,C0051,West,Consumer,P005,Smartphone X,Electronics,2,0,1300,840,460
O00499,2025-01-22,C0242,West,Consumer,P002,Wireless Headphones,Electronics,6,0,570,330,240
O00500,2025-09-12,C0008,West,Small Business,P003,Office Chair,Furniture,7,0.15,1071.0,770,301.0
O00501,2025-04-20,C0233,South,Corporate,P007,Monitor 27,Electronics,3,0.1,756.0,540,216.0
O00502,2025-01-18,C0158,South,Small Business,P005,Smartphone X,Electronics,8,0.05,4940.0,3360,1580.0
O00503,2025-10-09,C0123,North,Consumer,P005,Smartphone X,Electronics,8,0.15,4420.0,3360,1060.0
O00504,2025-08-03,C0052,South,Small Business,P005,Smartphone X,Electronics,7,0.05,4322.5,2940,1382.5
O00505,2025-09-03,C0140,West,Corporate,P001,Laptop Pro 14,Electronics,7,0.1,7560.0,5950,1610.0
O00506,2025-04-03,C0007,East,Small Business,P006,Backpack,Accessories,7,0.1,315.0,175,140.0
O00507,2025-01-30,C0208,West,Small Business,P004,Standing Desk,Furniture,1,0.1,279.0,190,89.0
O00508,2025-02-21,C0064,South,Corporate,P006,Backpack,Accessories,4,0.05,190.0,100,90.0
O00509,2025-07-18,C0091,South,Consumer,P001,Laptop Pro 14,Electronics,4,0.2,3840.0,3400,440.0
O00510,2025-10-30,C0008,East,Small Business,P004,Standing Desk,Furniture,6,0.1,1674.0,1140,534.0
O00511,2025-10-05,C0080,South,Corporate,P003,Office Chair,Furniture,4,0.15,612.0,440,172.0
O00512,2025-04-30,C0155,South,Consumer,P001,Laptop Pro 14,Electronics,2,0,2400,1700,700
O00513,2025-11-11,C0052,South,Corporate,P008,Desk Lamp,Furniture,1,0.1,36.0,22,14.0
O00514,2025-01-12,C0038,South,Consumer,P003,Office Chair,Furniture,6,0,1080,660,420
O00515,2025-12-27,C0242,West,Small Business,P006,Backpack,Accessories,2,0.1,90.0,50,40.0
O00516,2025-06-15,C0035,South,Small Business,P002,Wireless Headphones,Electronics,6,0.1,513.0,330,183.0
O00517,2025-03-31,C0182,East,Consumer,P007,Monitor 27,Electronics,8,0.1,2016.0,1440,576.0
O00518,2025-12-19,C0076,South,Consumer,P003,Office Chair,Furniture,7,0.1,1134.0,770,364.0
O00519,2025-01-17,C0047,East,Small Business,P001,Laptop Pro 14,Electronics,7,0.2,6720.0,5950,770.0
O00520,2025-03-14,C0085,North,Consumer,P004,Standing Desk,Furniture,2,0.15,527.0,380,147.0
O00521,2025-11-22,C0227,North,Small Business,P006,Backpack,Accessories,6,0.05,285.0,150,135.0
O00522,2025-05-16,C0054,South,Small Business,P006,Backpack,Accessories,8,0,400,200,200
O00523,2025-02-25,C0185,North,Consumer,P002,Wireless Headphones,Electronics,6,0.1,513.0,330,183.0
O00524,2025-03-27,C0227,West,Corporate,P007,Monitor 27,Electronics,8,0.15,1904.0,1440,464.0
O00525,2025-07-12,C0026,West,Small Business,P007,Monitor 27,Electronics,6,0.2,1344.0,1080,264.0
